"SP_ID","terrai_nom","terrai_pro","status_ter","fase_descr","tipo_terra","terrai_fai","terrai_obs","terrai_are","situa_desc","tipo_area_","terrai_per","terrai_pop","id","dist"
"340","Pilad Rebuá",".","Concluído","Regularizada","Terra Indígena","N",NA,"208.3702 Ha","Ativo","Principal","8.46713 Ha",NA,341,402.684563758389
"341","Pimentel Barbosa",".","Concluído","Regularizada","Terra Indígena","N",NA,"328966.4440 Ha","Ativo","Principal","340.47900 Ha",NA,342,1541.67889135478
"342","Pinatuba",".","Concluído","Regularizada","Terra Indígena","N",NA,"29564.9382 Ha","Ativo","Principal","125.64549 Ha",NA,343,1779.02218870674
"343","Pinhal",".","Concluído","Regularizada","Terra Indígena","S",NA,"880.0761 Ha","Ativo","Principal","17.41900 Ha",NA,344,1472.21348600568
"344","Toldo Pinhal",".","Planejamento da Demarcação","Declarada","Terra Indígena","S",NA,"4846.0000 Ha","Ativo","Reestudo","48.00000 Ha",NA,345,1231.66344313466
"345","Pinhalzinho",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"593.3720 Ha","Ativo","Principal","12.11031 Ha",NA,346,323.60097323601
"346","Pirahã",".","Concluído","Regularizada","Terra Indígena","N",NA,"346910.5673 Ha","Ativo","Principal","433.98247 Ha",NA,347,1759.67788856262
"347","Pirai",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"3017.0000 Ha","Ativo","Principal","35.00000 Ha",NA,348,1995.81580675919
"348","Pirajuí",".","Concluído","Regularizada","Terra Indígena","S",NA,"2118.2325 Ha","Ativo","Principal","19.42900 Ha",NA,349,2023.58314798976
"349","Pirakua",".","Concluído","Regularizada","Terra Indígena","N",NA,"2384.0554 Ha","Ativo","Principal","23.38710 Ha",NA,350,1120.59487349621
"350","Pirineus de Souza",".","Concluído","Regularizada","Terra Indígena","S",NA,"28212.2716 Ha","Ativo","Principal","82.63600 Ha",NA,351,1081.05388966563
"351","Pitaguary",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"1727.8686 Ha","Ativo","Principal","24.61098 Ha",NA,352,3364.03807155064
"352","Pium",".","Concluído","Regularizada","Terra Indígena","S",NA,"4607.6137 Ha","Ativo","Principal","27.14032 Ha",NA,353,1405.43990791463
"353","Ponta da Serra",".","Concluído","Regularizada","Terra Indígena","S",NA,"15597.0000 Ha","Ativo","Principal","64.00000 Ha",NA,354,2296.89703180573
"354","Ponte de Pedra",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,"17000.0000 Ha","Ativo","Principal","73.00000 Ha",NA,355,1156.95906309283
"355","Porquinhos",".","Concluído","Regularizada","Terra Indígena","N",NA,"79520.0000 Ha","Ativo","Principal","113.00000 Ha",NA,356,1913.92369290931
"356","Porquinhos dos Canela-Apãnjekra",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"301000.0000 Ha","Ativo","Reestudo","252.00000 Ha",NA,357,1858.34983505596
"357","Porto Lindo",".","Concluído","Em Estudo","Terra Indígena","N",NA,"1648.8899 Ha","Ativo","Principal","18.58991 Ha",NA,358,1369.9180817665
"358","Yvy-katu",".","Processo de Homologação","Em Estudo","Terra Indígena","N",NA,"9494.1636 Ha","Ativo","Reestudo","53.32308 Ha",NA,359,1246.0548832974
"359","Porto Praia",".","Concluído","Regularizada","Terra Indígena","N",NA,"4769.8617 Ha","Ativo","Principal","31.00000 Ha",NA,360,958.548303966454
"360","Potiguara",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"21238.4898 Ha","Ativo","Principal","68.12444 Ha",NA,361,1660.80164201584
"361","Potiguara de Monte-Mor",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"7530.5969 Ha","Ativo","Principal","57.97033 Ha",NA,362,1372.33356417428
"362","Potrero Guaçu",".","Processo de Homologação","Declarada","Terra Indígena","S",NA,"4025.0000 Ha","Ativo","Principal","28.00000 Ha",NA,363,1722.27115010608
"363","Poyanawa",".","Concluído","Regularizada","Terra Indígena","N",NA,"24499.0885 Ha","Ativo","Principal","105.05194 Ha",NA,364,1692.55980023656
"364","Praia do Índio",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"31.5019 Ha","Ativo","Principal","3.26105 Ha",NA,365,1000
"365","Praia do Mangue",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"31.8449 Ha","Ativo","Principal","3.02377 Ha",NA,366,2479.61577405428
"366","Queimadas",".","Concluído","Regularizada","Terra Indígena","N",NA,"3077.7602 Ha","Ativo","Principal","27.84037 Ha",NA,367,3062.60461559414
"367","Quixaba - Fazenda Pedrosa",".","Adquirido","Reserva Indígena","Reserva Indígena","N","A terra é constituida de duas áreas, uma adquirida pela FUNAI, provavelmente em 1998, com 16,0658 ha e outra da Arquidicocesse de Paulo Afonso adquirida em 1989 com 12,1 ha. Observação Área : Área adquirida pela FUNAI em 1988.","28.1658 Ha","Ativo","Principal","0.00000 Ha",NA,368,2944.52879414118
"368","Raimundão",".","Concluído","Regularizada","Terra Indígena","N",NA,"4276.8088 Ha","Ativo","Principal","27.67136 Ha",NA,369,1915.50023904338
"369","Rancho Jacaré",".","Concluído","Regularizada","Terra Indígena","S",NA,"777.5349 Ha","Ativo","Principal","14.07500 Ha",NA,370,872.070474063649
"370","Raposa Serra do Sol",".","Concluído","Regularizada","Terra Indígena","N",NA,"1747464.7832 Ha","Ativo","Principal","978.13232 Ha",NA,371,1784.10587324047
"371","Recreio/São Félix",".","Concluído","Regularizada","Terra Indígena","N",NA,"251.0510 Ha","Ativo","Principal","6.92767 Ha",NA,372,847.787409855769
"372","Ribeirão Silveira",".","Homologada","Declarada","Terra Indígena","N",NA,"8468.9333 Ha","Ativo","Reestudo","45.96567 Ha",NA,373,2100.40112469203
"373","Rio Apaporis",".","Concluído","Regularizada","Terra Indígena","N",NA,"106960.3377 Ha","Ativo","Principal","170.33925 Ha",NA,374,1820.22468808943
"374","Rio Areia",".","Concluído","Regularizada","Terra Indígena","N",NA,"1352.3784 Ha","Ativo","Principal","20.73852 Ha",NA,375,766.503832375324
"375","Rio Biá",".","Concluído","Regularizada","Terra Indígena","N",NA,"1185791.7100 Ha","Ativo","Principal","763.53496 Ha",NA,376,1788.37747425531
"376","Rio Branco",".","Concluído","Regularizada","Terra Indígena","S",NA,"236137.1100 Ha","Ativo","Principal","200.34000 Ha",NA,377,1691.2474294226
"377","Rio Branco Itanhaém",".","Concluído","Regularizada","Terra Indígena","N",NA,"2856.1000 Ha","Ativo","Principal","36.04500 Ha",NA,378,674.834681763786
"378","Kuruáya",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"166784.2496 Ha","Ativo","Principal","232.67917 Ha",NA,379,1828.69851817255
"379","Rio das Cobras",".","Concluído","Regularizada","Terra Indígena","N",NA,"18681.9806 Ha","Ativo","Principal","98.16150 Ha",NA,380,1719.66583295201
"380","Rio dos Índios",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"711.7018 Ha","Ativo","Principal","13.12196 Ha",NA,381,1215.68630313873
"381","Rio dos Pardos",".","Concluído","Regularizada","Terra Indígena","N",NA,"758.2614 Ha","Ativo","Principal","12.83819 Ha",NA,382,1062.33416938432
"382","Rio Formoso",".","Concluído","Regularizada","Terra Indígena","N",NA,"19749.4741 Ha","Ativo","Principal","85.83962 Ha",NA,383,2091.9944223553
"383","Rio Gregório",".","Concluído","Regularizada","Terra Indígena","S",NA,"187125.2158 Ha","Ativo","Principal","242.19608 Ha",NA,384,1588.60107831668
"384","Rio Gregório",".","Processo de Homologação","Declarada","Terra Indígena","S",NA,"187125.2158 Ha","Ativo","Reestudo","242196.08000 Ha",NA,385,1725.13547559097
"385","Rio Guaporé",".","Concluído","Regularizada","Terra Indígena","N",NA,"115788.0842 Ha","Ativo","Principal","222.97617 Ha",NA,386,1645.97897707046
"386","Rio Jumas",".","Concluído","Regularizada","Terra Indígena","N",NA,"9462.6983 Ha","Ativo","Principal","51.80910 Ha",NA,387,1398.06722201064
"387","Rio Manicoré",".","Concluído","Regularizada","Terra Indígena","N",NA,"19481.0000 Ha","Ativo","Principal","77.00000 Ha",NA,388,1731.56638073082
"388","Rio Mequens",".","Processo de Homologação","Regularizada","Terra Indígena","S",NA,"107553.0101 Ha","Ativo","Principal","142.47951 Ha",NA,389,1512.04725152095
"389","Rio Negro Ocaia",".","Concluído","Regularizada","Terra Indígena","N",NA,"104063.0000 Ha","Ativo","Principal","181.00000 Ha",NA,390,1557.97542711531
"390","Rio Negro Ocaia",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"235070.0000 Ha","Ativo","Reestudo","299.00000 Ha",NA,391,1657.39328408129
"391","Rio Omerê",".","Homologada","Homologada","Terra Indígena","S",NA,"26177.1864 Ha","Ativo","Principal","80.97564 Ha",NA,392,1814.74425929068
"392","Rio Paru DEste",".","Concluído","Regularizada","Terra Indígena","N",NA,"1195785.7917 Ha","Ativo","Principal","626.61858 Ha",NA,393,1857.52669880089
"393","Rio Pindaré",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"15002.9142 Ha","Ativo","Principal","118.11500 Ha",NA,394,1341.74422473859
"394","Rio Téa",".","Concluído","Regularizada","Terra Indígena","N",NA,"411865.3207 Ha","Ativo","Principal","629.60837 Ha",NA,395,1609.49459295823
"395","Rio Urubu",".","Concluído","Regularizada","Terra Indígena","N",NA,"27354.9118 Ha","Ativo","Principal","122.48515 Ha",NA,396,1818.28253677183
"396","Rodeador",".","Planejamento da Demarcação","Reserva Indígena","Dominial Indigena","N",NA,"2319.4531 Ha","Ativo","Principal","19.82600 Ha",NA,397,836.177040313436
"397","Roosevelt",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"230826.3008 Ha","Ativo","Principal","322.40198 Ha",NA,398,1700.42896028804
"398","Sagarana",".","Concluído","Regularizada","Terra Indígena","N",NA,"18120.0636 Ha","Ativo","Principal","92.32753 Ha",NA,399,1779.3082590874
"399","Sai-Cinza",".","Concluído","Regularizada","Terra Indígena","N",NA,"125552.0800 Ha","Ativo","Principal","273.22391 Ha",NA,400,1496.278679931
"400","Salto Grande do Jacuí",".","Concluído","Regularizada","Terra Indígena","N",NA,"234.9641 Ha","Ativo","Principal","7.25832 Ha",NA,401,47.0588235294118
"401","Sangradouro/Volta Grande",".","Concluído","Regularizada","Terra Indígena","N",NA,"100280.3969 Ha","Ativo","Principal","207.73913 Ha",NA,402,1447.7624195168
"402","Santa Inez",".","Concluído","Regularizada","Terra Indígena","S",NA,"29698.0449 Ha","Ativo","Principal","86.50600 Ha",NA,403,1549.45780000599
"403","Santana",".","Concluído","Regularizada","Terra Indígena","N",NA,"35470.7543 Ha","Ativo","Principal","105.40453 Ha",NA,404,1476.84000968499
"404","São Francisco do Canimari",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"3331.2208 Ha","Ativo","Principal","36.06073 Ha",NA,405,2223.16644147528
"405","São Jeronimo",".","Concluído","Regularizada","Terra Indígena","N",NA,"1339.3364 Ha","Ativo","Principal","18.70639 Ha",NA,406,637.420718816068
"406","São Leopoldo",".","Concluído","Regularizada","Terra Indígena","N",NA,"69270.5409 Ha","Ativo","Principal","199.76890 Ha",NA,407,1696.43058473589
"407","São Pedro",".","Concluído","Regularizada","Terra Indígena","N",NA,"726.1805 Ha","Ativo","Principal","15.81922 Ha",NA,408,600.453747709298
"408","São Pedro do Sepatini",".","Concluído","Regularizada","Terra Indígena","N",NA,"27644.2488 Ha","Ativo","Principal","110.81027 Ha",NA,409,1302.78480313287
"409","São Sebastião",".","Concluído","Regularizada","Terra Indígena","N",NA,"61058.5408 Ha","Ativo","Principal","161.78269 Ha",NA,410,1695.94534681138
"410","Sararé",".","Concluído","Regularizada","Terra Indígena","S","Subgrupo Manairisu ou Wanairisu.","67419.5158 Ha","Ativo","Principal","131.84200 Ha",NA,411,2691.59797529194
"411","Sassoró",".","Reserva SPI","Regularizada","Reserva Indígena","N",NA,"1922.6435 Ha","Ativo","Principal","20.27754 Ha",NA,412,1193.82867016121
"412","Sepoti",".","Concluído","Regularizada","Terra Indígena","N",NA,"251348.9835 Ha","Ativo","Principal","242.62750 Ha",NA,413,1045.07080605997
"413","Serra da Moça",".","Concluído","Regularizada","Terra Indígena","S",NA,"11626.7912 Ha","Ativo","Principal","52.56857 Ha",NA,414,2779.72262968755
"414","Serra do Itatins",".","Concluído","Regularizada","Terra Indígena","N",NA,"1212.4700 Ha","Ativo","Principal","21.46462 Ha",NA,415,3755.48647195322
"415","Serra Morena",".","Planejamento da Demarcação","Regularizada","Terra Indígena","N",NA,"147836.1461 Ha","Ativo","Principal","197.28374 Ha",NA,416,1586.7203354423
"416","Serrinha",".","Registro Cartorial","Declarada","Terra Indígena","N",NA,"11752.7578 Ha","Ativo","Principal","81.20151 Ha",NA,417,2467.57907772008
"417","Seruini/Mariene",".","Concluído","Regularizada","Terra Indígena","N",NA,"144971.3671 Ha","Ativo","Principal","198.65928 Ha",NA,418,1603.2269817631
"418","Sete Cerros",".","Registro Cartorial","Homologada","Terra Indígena","S",NA,"8584.7213 Ha","Ativo","Principal","53.10941 Ha",NA,419,1694.15519339335
"419","Sete de Setembro",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"248146.9286 Ha","Ativo","Principal","204.52921 Ha",NA,420,1703.6204269373
"420","Setemã",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"49430.0000 Ha","Ativo","Principal","125.00000 Ha",NA,421,1627.52826773664
"421","Sororó",".","Concluído","Regularizada","Terra Indígena","N",NA,"26257.0000 Ha","Ativo","Principal","73.00000 Ha",NA,422,2142.03068269249
"422","Sucuba",".","Concluído","Regularizada","Terra Indígena","S",NA,"5983.0000 Ha","Ativo","Principal","51.00000 Ha",NA,423,913.942197138799
"423","Sucuriy",".","Concluído","Regularizada","Terra Indígena","N",NA,"535.1047 Ha","Ativo","Principal","10.53975 Ha",NA,424,1281.8183332637
"424","Tabalascada",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"13014.7374 Ha","Ativo","Principal","51.09234 Ha",NA,425,1966.50718240134
"425","Tabocal",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"906.1516 Ha","Ativo","Principal","16.96733 Ha",NA,426,2223.07760594123
"426","Tadarimana",".","Concluído","Regularizada","Terra Indígena","N",NA,"9785.0000 Ha","Ativo","Principal","51.00000 Ha",NA,427,1430.79284498029
"427","Taihantesu",".","Demarcação Física","Regularizada","Terra Indígena","S",NA,"5362.3344 Ha","Ativo","Principal","33.96348 Ha",NA,428,693.765494347987
"428","Takuaraty/Yvykuarusu",".","Registro Cartorial","Homologada","Terra Indígena","S",NA,"2609.0940 Ha","Ativo","Principal","24.56558 Ha",NA,429,934.213067188579
"429","Tapirapé/Karajá",".","Concluído","Regularizada","Terra Indígena","N",NA,"66166.0000 Ha","Ativo","Principal","109.00000 Ha",NA,430,1817.06428113456
"430","Taquaperi",".","Reserva SPI","Regularizada","Reserva Indígena","S",NA,"1776.9594 Ha","Ativo","Principal","21.02204 Ha",NA,431,1919.17775773774
"431","Taquara",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,"9700.0000 Ha","Ativo","Principal","50.00000 Ha",NA,432,1063.94870276485
"432","Pindoty",".","Demarcação Física","Declarada","Terra Indígena","N",NA,"3294.0000 Ha","Ativo","Principal","47.00000 Ha",NA,433,2524.90463906201
"433","Taunay/Ipegue",".","Concluído","Regularizada","Terra Indígena","N",NA,"6461.3459 Ha","Ativo","Principal","33.25990 Ha",NA,434,1618.33791906142
"434","Taunay/Ipegue",".","Exame do Min. da Justiça","Delimitada","Terra Indígena","N",NA,"33900.0000 Ha","Ativo","Reestudo","78.00000 Ha",NA,435,1300.74659649734
"435","Tekohá Añetete",".","Certidão SPU","Reserva Indígena","Reserva Indígena","S",NA,"1774.7063 Ha","Ativo","Principal","26.91454 Ha",NA,436,854.92078551252
"436","Tembé",".","Concluído","Regularizada","Terra Indígena","N",NA,"1075.1881 Ha","Ativo","Principal","16.81784 Ha",NA,437,1240.9862737145
"437","Tenharim do Igarapé Preto",".","Concluído","Regularizada","Terra Indígena","N",NA,"87413.1478 Ha","Ativo","Principal","173.00000 Ha",NA,438,1823.87689893533
"438","Tenharim Marmelos",".","Concluído","Regularizada","Terra Indígena","N",NA,"497521.7497 Ha","Ativo","Principal","395.16325 Ha",NA,439,1752.3010975504
"439","Terena Gleba Iriri",".","Processo de Homologação","Regularizada","Reserva Indígena","N",NA,"30588.8088 Ha","Ativo","Principal","118.00000 Ha",NA,440,1490.41756989249
"440","Tereza Cristina",".","Reserva SPI","Regularizada","Reserva Indígena","N",NA,"30060.0000 Ha","Ativo","Principal","127.00000 Ha",NA,441,1231.47871678029
"441","Itixi Mitari",".","Homologada","Regularizada","Terra Indígena","N","Em revisão. Na identificação de Ig Taboca e Igarapé Joari, foi proposta uma área contínua - Itixi Mitari - englobando esta terra já regularizada. Observação Área : Área criada da identificação de Ig Taboca, Igarapé Joari e reestudo de Terra Vermelha.","182134.7746 Ha","Ativo","Principal","294.91423 Ha",NA,442,1737.51740274433
"442","Tibagy/Mococa",".","Concluído","Regularizada","Terra Indígena","N",NA,"859.9098 Ha","Ativo","Principal","12.50000 Ha",NA,443,274.279731411983
"443","Tikúna de Feijoal",".","Concluído","Regularizada","Terra Indígena","N",NA,"40948.8000 Ha","Ativo","Principal","135.20720 Ha",NA,444,1894.45879459531
"444","Tingui Botó",".","Processo de Homologação","Regularizada","Reserva Indígena","N",NA,"535.0000 Ha","Ativo","Principal","18.00000 Ha",NA,445,1125.44981105639
"445","Tirecatinga",".","Concluído","Regularizada","Terra Indígena","N",NA,"130575.1964 Ha","Ativo","Principal","207.69404 Ha",NA,446,1594.37129092556
"446","Toldo Chimbangue",".","Concluído","Regularizada","Terra Indígena","S",NA,"988.6625 Ha","Ativo","Principal","18.01698 Ha",NA,447,386.519944979367
"447","Toldo Chimbangue II",".","Registro Cartorial","Regularizada","Terra Indígena","S",NA,"954.0708 Ha","Ativo","Principal","16.37978 Ha",NA,448,1060.48767608556
"448","Toldo Imbu",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"1960.6934 Ha","Ativo","Principal","22.12225 Ha",NA,449,416.79835850418
"449","Torá",".","Concluído","Regularizada","Terra Indígena","N",NA,"54960.9850 Ha","Ativo","Principal","128.35864 Ha",NA,450,1610.52270830758
"450","Trincheira",".","Concluído","Regularizada","Terra Indígena","N",NA,"1624.6022 Ha","Ativo","Principal","34.69212 Ha",NA,451,512.537354814245
"451","Trincheira Bacaja",".","Concluído","Regularizada","Terra Indígena","N",NA,"1650939.2569 Ha","Ativo","Principal","646.44877 Ha",NA,452,1669.50159426773
"452","Trocará",".","Concluído","Regularizada","Terra Indígena","N",NA,"21722.0000 Ha","Ativo","Principal","74.00000 Ha",NA,453,1229.55303961211
"453","Trocará - Doação",".","Adquirido","Reserva Indígena","Dominial Indigena","N","Doação em nome da FUNAI, contígua a terra decretada.","14.0480 Ha","Ativo","Principal","1.80000 Ha",NA,454,333.333333333333
"454","Trombetas/Mapuera",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"3970898.0420 Ha","Ativo","Principal","1562.28248 Ha",NA,455,1779.97519014767
"455","Truaru",".","Concluído","Regularizada","Terra Indígena","S",NA,"5652.8410 Ha","Ativo","Principal","33.09372 Ha",NA,456,2739.19051161558
"456","Truká",".","Concluído","Regularizada","Terra Indígena","N",NA,"1592.8972 Ha","Ativo","Principal","20.25945 Ha",NA,457,1003.16546930454
"457","Truká",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,"5769.0000 Ha","Ativo","Reestudo","173.00000 Ha",NA,458,812.893984465006
"458","Tubarão Latunde",".","Demarcação Física","Regularizada","Terra Indígena","S",NA,"116613.3671 Ha","Ativo","Principal","177.38098 Ha",NA,459,2086.03335478354
"459","Tikuna de Santo Antonio",".","Concluído","Regularizada","Terra Indígena","N",NA,"1065.2723 Ha","Ativo","Principal","15.04527 Ha",NA,460,1680.01435071369
"460","Tukuna Porto Espiritual",".","Concluído","Regularizada","Terra Indígena","N",NA,"2839.3483 Ha","Ativo","Principal","42.17333 Ha",NA,461,1669.37054806892
"461","Tukuna Umariaçu",".","Concluído","Regularizada","Terra Indígena","N",NA,"4854.9989 Ha","Ativo","Principal","40.59212 Ha",NA,462,2521.93333246029
"462","Tumiã",".","Concluído","Regularizada","Terra Indígena","N",NA,"124357.4172 Ha","Ativo","Principal","251.68494 Ha",NA,463,1787.09432640169
"463","Tupã-Supé",".","Concluído","Regularizada","Terra Indígena","N",NA,"8589.5101 Ha","Ativo","Principal","44.48345 Ha",NA,464,2492.45604920715
"464","Turé/Mariquita",".","Demarcação Física","Regularizada","Terra Indígena","N",NA,"146.9798 Ha","Ativo","Principal","6.15741 Ha",NA,465,1375.17226352487
"465","Turé/Mariquita II",".","Demarcação Física","Reserva Indígena","Reserva Indígena","N","Área adquirida pela Pará Pigmento SA como parte dos compromissos com a FUNAI e Comunidade Indígena devido aos impactos da exploração de caulim.","593.5563 Ha","Ativo","Principal","10.56227 Ha",NA,466,1964.57520150896
"466","Tuxá",".","Processo de Homologação","Reserva Indígena","Reserva Indígena","N",NA,"0.0000 Ha","Ativo","Principal","0.00000 Ha",NA,467,1608.64597488998
"467","Uaça",".","Concluído","Regularizada","Terra Indígena","S",NA,"470164.0636 Ha","Ativo","Principal","278.13944 Ha",NA,468,1721.17728426844
"468","Uati-Paraná",".","Concluído","Regularizada","Terra Indígena","N",NA,"127199.0612 Ha","Ativo","Principal","259.10713 Ha",NA,469,1778.03192049109
"469","Uirapuru",".","Processo de Homologação","Declarada","Terra Indígena","S",NA,"21680.0000 Ha","Ativo","Principal","97.00000 Ha",NA,470,1779.38714546047
"470","Umutina",".","Concluído","Regularizada","Terra Indígena","N",NA,"28120.0000 Ha","Ativo","Principal","121.90000 Ha",NA,471,1504.93242766988
"471","Uneiuxi",".","Concluído","Regularizada","Terra Indígena","N",NA,"403182.8081 Ha","Ativo","Principal","604.10181 Ha",NA,472,1637.49957553971
"472","Uneiuxi",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"554730.4117 Ha","Ativo","Reestudo","510771.66000 Ha",NA,473,1648.59192087674
"473","Uru-Eu-Wau-Wau",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"1867117.8000 Ha","Ativo","Principal","865.15301 Ha",NA,474,1768.73683513934
"474","Urubu Branco",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"167533.3271 Ha","Ativo","Principal","208.09420 Ha",NA,475,1931.09683872571
"475","Urucu/Juruá",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"12697.0441 Ha","Ativo","Principal","54.74000 Ha",NA,476,1315.47949731887
"476","Utiariti",".","Concluído","Regularizada","Terra Indígena","N",NA,"412304.1958 Ha","Ativo","Principal","429.32711 Ha",NA,477,1730.19428037744
"477","Vale do Guaporé",".","Demarcação Física","Regularizada","Terra Indígena","S",NA,"242593.0000 Ha","Ativo","Principal","551.00000 Ha",NA,478,1480.9272205584
"478","Vale do Javari",".","Concluído","Regularizada","Terra Indígena","N",NA,"8544482.2728 Ha","Ativo","Principal","2055.54582 Ha",NA,479,1784.96571007088
"479","Vanuire",".","Concluído","Regularizada","Terra Indígena","N",NA,"708.9304 Ha","Ativo","Principal","17.63735 Ha",NA,480,2749.63845309318
"480","Vargem Alegre",".","Adquirido","Reserva Indígena","Reserva Indígena","N",NA,"981.0815 Ha","Ativo","Principal","13.81000 Ha",NA,481,2535.78213576329
"481","Varzinha",".","Demarcação Física","Regularizada","Terra Indígena","N",NA,"776.2761 Ha","Ativo","Principal","15.26927 Ha",NA,482,3268.09271993886
"482","Ventarra",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,"772.9532 Ha","Ativo","Principal","11.73535 Ha",NA,483,4641.84795847775
"483","Votouro",".","Concluído","Regularizada","Terra Indígena","S",NA,"3341.0977 Ha","Ativo","Principal","26.03919 Ha",NA,484,2001.75753615383
"484","Vui-Uata-In",".","Concluído","Regularizada","Terra Indígena","N",NA,"121198.5999 Ha","Ativo","Principal","191.69900 Ha",NA,485,1776.32865056224
"485","Waiãpi",".","Concluído","Regularizada","Terra Indígena","N",NA,"607017.2404 Ha","Ativo","Principal","481.62000 Ha",NA,486,1890.98364584283
"486","Waimiri-Atroari",".","Concluído","Regularizada","Terra Indígena","N",NA,"2585911.5689 Ha","Ativo","Principal","982.33000 Ha",NA,487,1743.40200455726
"487","WaiWái",".","Concluído","Regularizada","Terra Indígena","N",NA,"405698.0085 Ha","Ativo","Principal","308.79921 Ha",NA,488,1760.6552636065
"488","Wawi",".","Concluído","Regularizada","Terra Indígena","N",NA,"150329.1865 Ha","Ativo","Principal","219.00000 Ha",NA,489,1664.3663529202
"489","Xacriabá",".","Concluído","Regularizada","Terra Indígena","N",NA,"46415.9242 Ha","Ativo","Principal","94.38800 Ha",NA,490,1960.83422387979
"490","Xakriabá Rancharia",".","Concluído","Regularizada","Terra Indígena","N",NA,"6798.3817 Ha","Ativo","Principal","36.39700 Ha",NA,491,1279.11567829161
"491","Xambioá",".","Concluído","Regularizada","Terra Indígena","N",NA,"3326.3502 Ha","Ativo","Principal","26.55111 Ha",NA,492,1828.56337499729
"492","Xapecó",".","Demarcação Física","Homologada","Terra Indígena","N",NA,"15623.9581 Ha","Ativo","Principal","103.77937 Ha",NA,493,2071.63835100945
"493","Xerente",".","Concluído","Regularizada","Terra Indígena","N",NA,"167542.1058 Ha","Ativo","Principal","226.64981 Ha",NA,494,1844.54097484966
"494","Xikrin do Rio Catete",".","Processo de Homologação","Regularizada","Terra Indígena","N","Subgrupo Xikrin.","439150.5452 Ha","Ativo","Principal","372.58400 Ha",NA,495,1710.35351755984
"495","Xipaya",".","Processo de Homologação","Homologada","Terra Indígena","N",NA,"178723.0238 Ha","Ativo","Principal","212.56364 Ha",NA,496,1798.15110995426
"496","Xukuru-Kariri",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,"7073.0000 Ha","Ativo","Principal","48.00000 Ha",NA,497,2724.63567675485
"497","Xukuru",".","Concluído","Regularizada","Terra Indígena","N",NA,"27555.0583 Ha","Ativo","Principal","81.20573 Ha",NA,498,2130.06363779382
"498","Yanomami",".","Concluído","Regularizada","Terra Indígena","N",NA,"9664975.4800 Ha","Ativo","Principal","3369.93950 Ha",NA,499,1797.38107749534
"499","Zoe",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"668565.6283 Ha","Ativo","Principal","478.03837 Ha",NA,500,1790.60910377535
"500","Zoró",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"355789.5492 Ha","Ativo","Principal","304.39900 Ha",NA,501,1747.70198536466
"501","Zuruahã",".","Concluído","Regularizada","Terra Indígena","N",NA,"239069.7403 Ha","Ativo","Principal","335.46588 Ha",NA,502,1807.80762542057
"502","Riozinho do Alto Envira",".","Registro Cartorial","Homologada","Terra Indígena","N",NA,"260972.0300 Ha","Ativo","Principal","420.34588 Ha",NA,503,1893.1567012741
"503","Sapotal",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,"1264.4661 Ha","Ativo","Principal","16.24586 Ha",NA,504,1431.64128331309
"504","Anaro",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"30473.9506 Ha","Ativo","Principal","89.30687 Ha",NA,505,2217.59413714208
"505","Arara do Rio Amonia",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,"20534.2205 Ha","Ativo","Principal","81.83600 Ha",NA,506,1587.45946411368
"506","Barro Alto",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,"1937.1679 Ha","Ativo","Principal","33.72537 Ha",NA,507,2211.61007215276
